image_id,source,dataset_group,original_label,unified_class,filepath
ISIC_0064557,isic_2019_train,ISIC 2019,NV,NV,C:\Users\ARII\Downloads\Data Understanding Isic & Ham10k\Dataset\isic 2019\ISIC_2019_Training_Input\ISIC_2019_Training_Input\ISIC_0064557.jpg
ISIC_0064558,isic_2019_test,ISIC 2019,UNK,UNK,C:\Users\ARII\Downloads\Data Understanding Isic & Ham10k\Dataset\isic 2019\ISIC_2019_Test_Input\ISIC_2019_Test_Input\ISIC_0064558.jpg
ISIC_0064559,isic_2019_train,ISIC 2019,MEL,MEL,C:\Users\ARII\Downloads\Data Understanding Isic & Ham10k\Dataset\isic 2019\ISIC_2019_Training_Input\ISIC_2019_Training_Input\ISIC_0064559.jpg
ISIC_0064560,isic_2019_test,ISIC 2019,MEL,MEL,C:\Users\ARII\Downloads\Data Understanding Isic & Ham10k\Dataset\isic 2019\ISIC_2019_Test_Input\ISIC_2019_Test_Input\ISIC_0064560.jpg
ISIC_0064561,isic_2019_train,ISIC 2019,NV,NV,C:\Users\ARII\Downloads\Data Understanding Isic & Ham10k\Dataset\isic 2019\ISIC_2019_Training_Input\ISIC_2019_Training_Input\ISIC_0064561.jpg
ISIC_0064562,isic_2019_test,ISIC 2019,NV,NV,C:\Users\ARII\Downloads\Data Understanding Isic & Ham10k\Dataset\isic 2019\ISIC_2019_Test_Input\ISIC_2019_Test_Input\ISIC_0064562.jpg
ISIC_0064563,isic_2019_train,ISIC 2019,MEL,MEL,C:\Users\ARII\Downloads\Data Understanding Isic & Ham10k\Dataset\isic 2019\ISIC_2019_Training_Input\ISIC_2019_Training_Input\ISIC_0064563.jpg
ISIC_0064564,isic_2019_test,ISIC 2019,BKL,BKL,C:\Users\ARII\Downloads\Data Understanding Isic & Ham10k\Dataset\isic 2019\ISIC_2019_Test_Input\ISIC_2019_Test_Input\ISIC_0064564.jpg
ISIC_0064565,isic_2019_train,ISIC 2019,NV,NV,C:\Users\ARII\Downloads\Data Understanding Isic & Ham10k\Dataset\isic 2019\ISIC_2019_Training_Input\ISIC_2019_Training_Input\ISIC_0064565.jpg
ISIC_0064566,isic_2019_test,ISIC 2019,AK,AKIEC,C:\Users\ARII\Downloads\Data Understanding Isic & Ham10k\Dataset\isic 2019\ISIC_2019_Test_Input\ISIC_2019_Test_Input\ISIC_0064566.jpg
ISIC_0064567,isic_2019_train,ISIC 2019,BKL,BKL,C:\Users\ARII\Downloads\Data Understanding Isic & Ham10k\Dataset\isic 2019\ISIC_2019_Training_Input\ISIC_2019_Training_Input\ISIC_0064567.jpg
ISIC_0064568,isic_2019_test,ISIC 2019,UNK,UNK,C:\Users\ARII\Downloads\Data Understanding Isic & Ham10k\Dataset\isic 2019\ISIC_2019_Test_Input\ISIC_2019_Test_Input\ISIC_0064568.jpg
ISIC_0064569,isic_2019_test,ISIC 2019,MEL,MEL,C:\Users\ARII\Downloads\Data Understanding Isic & Ham10k\Dataset\isic 2019\ISIC_2019_Test_Input\ISIC_2019_Test_Input\ISIC_0064569.jpg
ISIC_0064570,isic_2019_train,ISIC 2019,BCC,BCC,C:\Users\ARII\Downloads\Data Understanding Isic & Ham10k\Dataset\isic 2019\ISIC_2019_Training_Input\ISIC_2019_Training_Input\ISIC_0064570.jpg
ISIC_0064571,isic_2019_test,ISIC 2019,BKL,BKL,C:\Users\ARII\Downloads\Data Understanding Isic & Ham10k\Dataset\isic 2019\ISIC_2019_Test_Input\ISIC_2019_Test_Input\ISIC_0064571.jpg
ISIC_0064572,isic_2019_train,ISIC 2019,NV,NV,C:\Users\ARII\Downloads\Data Understanding Isic & Ham10k\Dataset\isic 2019\ISIC_2019_Training_Input\ISIC_2019_Training_Input\ISIC_0064572.jpg
ISIC_0064573,isic_2019_test,ISIC 2019,AK,AKIEC,C:\Users\ARII\Downloads\Data Understanding Isic & Ham10k\Dataset\isic 2019\ISIC_2019_Test_Input\ISIC_2019_Test_Input\ISIC_0064573.jpg
ISIC_0064574,isic_2019_train,ISIC 2019,NV,NV,C:\Users\ARII\Downloads\Data Understanding Isic & Ham10k\Dataset\isic 2019\ISIC_2019_Training_Input\ISIC_2019_Training_Input\ISIC_0064574.jpg
ISIC_0064575,isic_2019_train,ISIC 2019,MEL,MEL,C:\Users\ARII\Downloads\Data Understanding Isic & Ham10k\Dataset\isic 2019\ISIC_2019_Training_Input\ISIC_2019_Training_Input\ISIC_0064575.jpg
ISIC_0064576,isic_2019_train,ISIC 2019,NV,NV,C:\Users\ARII\Downloads\Data Understanding Isic & Ham10k\Dataset\isic 2019\ISIC_2019_Training_Input\ISIC_2019_Training_Input\ISIC_0064576.jpg
ISIC_0064577,isic_2019_test,ISIC 2019,UNK,UNK,C:\Users\ARII\Downloads\Data Understanding Isic & Ham10k\Dataset\isic 2019\ISIC_2019_Test_Input\ISIC_2019_Test_Input\ISIC_0064577.jpg
ISIC_0064578,isic_2019_train,ISIC 2019,BCC,BCC,C:\Users\ARII\Downloads\Data Understanding Isic & Ham10k\Dataset\isic 2019\ISIC_2019_Training_Input\ISIC_2019_Training_Input\ISIC_0064578.jpg
ISIC_0064579,isic_2019_train,ISIC 2019,SCC,SCC,C:\Users\ARII\Downloads\Data Understanding Isic & Ham10k\Dataset\isic 2019\ISIC_2019_Training_Input\ISIC_2019_Training_Input\ISIC_0064579.jpg
ISIC_0064580,isic_2019_test,ISIC 2019,UNK,UNK,C:\Users\ARII\Downloads\Data Understanding Isic & Ham10k\Dataset\isic 2019\ISIC_2019_Test_Input\ISIC_2019_Test_Input\ISIC_0064580.jpg
ISIC_0064581,isic_2019_test,ISIC 2019,MEL,MEL,C:\Users\ARII\Downloads\Data Understanding Isic & Ham10k\Dataset\isic 2019\ISIC_2019_Test_Input\ISIC_2019_Test_Input\ISIC_0064581.jpg
ISIC_0064582,isic_2019_train,ISIC 2019,SCC,SCC,C:\Users\ARII\Downloads\Data Understanding Isic & Ham10k\Dataset\isic 2019\ISIC_2019_Training_Input\ISIC_2019_Training_Input\ISIC_0064582.jpg
ISIC_0064583,isic_2019_train,ISIC 2019,AK,AKIEC,C:\Users\ARII\Downloads\Data Understanding Isic & Ham10k\Dataset\isic 2019\ISIC_2019_Training_Input\ISIC_2019_Training_Input\ISIC_0064583.jpg
ISIC_0064584,isic_2019_train,ISIC 2019,SCC,SCC,C:\Users\ARII\Downloads\Data Understanding Isic & Ham10k\Dataset\isic 2019\ISIC_2019_Training_Input\ISIC_2019_Training_Input\ISIC_0064584.jpg
ISIC_0064585,isic_2019_test,ISIC 2019,MEL,MEL,C:\Users\ARII\Downloads\Data Understanding Isic & Ham10k\Dataset\isic 2019\ISIC_2019_Test_Input\ISIC_2019_Test_Input\ISIC_0064585.jpg
ISIC_0064586,isic_2019_train,ISIC 2019,BKL,BKL,C:\Users\ARII\Downloads\Data Understanding Isic & Ham10k\Dataset\isic 2019\ISIC_2019_Training_Input\ISIC_2019_Training_Input\ISIC_0064586.jpg
ISIC_0064587,isic_2019_train,ISIC 2019,AK,AKIEC,C:\Users\ARII\Downloads\Data Understanding Isic & Ham10k\Dataset\isic 2019\ISIC_2019_Training_Input\ISIC_2019_Training_Input\ISIC_0064587.jpg
ISIC_0064588,isic_2019_train,ISIC 2019,BCC,BCC,C:\Users\ARII\Downloads\Data Understanding Isic & Ham10k\Dataset\isic 2019\ISIC_2019_Training_Input\ISIC_2019_Training_Input\ISIC_0064588.jpg
ISIC_0064589,isic_2019_train,ISIC 2019,MEL,MEL,C:\Users\ARII\Downloads\Data Understanding Isic & Ham10k\Dataset\isic 2019\ISIC_2019_Training_Input\ISIC_2019_Training_Input\ISIC_0064589.jpg
ISIC_0064590,isic_2019_test,ISIC 2019,BCC,BCC,C:\Users\ARII\Downloads\Data Understanding Isic & Ham10k\Dataset\isic 2019\ISIC_2019_Test_Input\ISIC_2019_Test_Input\ISIC_0064590.jpg
ISIC_0064591,isic_2019_test,ISIC 2019,MEL,MEL,C:\Users\ARII\Downloads\Data Understanding Isic & Ham10k\Dataset\isic 2019\ISIC_2019_Test_Input\ISIC_2019_Test_Input\ISIC_0064591.jpg
ISIC_0064592,isic_2019_test,ISIC 2019,MEL,MEL,C:\Users\ARII\Downloads\Data Understanding Isic & Ham10k\Dataset\isic 2019\ISIC_2019_Test_Input\ISIC_2019_Test_Input\ISIC_0064592.jpg
ISIC_0064593,isic_2019_train,ISIC 2019,SCC,SCC,C:\Users\ARII\Downloads\Data Understanding Isic & Ham10k\Dataset\isic 2019\ISIC_2019_Training_Input\ISIC_2019_Training_Input\ISIC_0064593.jpg
ISIC_0064594,isic_2019_test,ISIC 2019,BCC,BCC,C:\Users\ARII\Downloads\Data Understanding Isic & Ham10k\Dataset\isic 2019\ISIC_2019_Test_Input\ISIC_2019_Test_Input\ISIC_0064594.jpg
ISIC_0064595,isic_2019_test,ISIC 2019,MEL,MEL,C:\Users\ARII\Downloads\Data Understanding Isic & Ham10k\Dataset\isic 2019\ISIC_2019_Test_Input\ISIC_2019_Test_Input\ISIC_0064595.jpg
ISIC_0064596,isic_2019_test,ISIC 2019,NV,NV,C:\Users\ARII\Downloads\Data Understanding Isic & Ham10k\Dataset\isic 2019\ISIC_2019_Test_Input\ISIC_2019_Test_Input\ISIC_0064596.jpg
ISIC_0064597,isic_2019_test,ISIC 2019,NV,NV,C:\Users\ARII\Downloads\Data Understanding Isic & Ham10k\Dataset\isic 2019\ISIC_2019_Test_Input\ISIC_2019_Test_Input\ISIC_0064597.jpg
ISIC_0064598,isic_2019_test,ISIC 2019,BCC,BCC,C:\Users\ARII\Downloads\Data Understanding Isic & Ham10k\Dataset\isic 2019\ISIC_2019_Test_Input\ISIC_2019_Test_Input\ISIC_0064598.jpg
ISIC_0064599,isic_2019_train,ISIC 2019,BCC,BCC,C:\Users\ARII\Downloads\Data Understanding Isic & Ham10k\Dataset\isic 2019\ISIC_2019_Training_Input\ISIC_2019_Training_Input\ISIC_0064599.jpg
ISIC_0064600,isic_2019_test,ISIC 2019,UNK,UNK,C:\Users\ARII\Downloads\Data Understanding Isic & Ham10k\Dataset\isic 2019\ISIC_2019_Test_Input\ISIC_2019_Test_Input\ISIC_0064600.jpg
ISIC_0064601,isic_2019_test,ISIC 2019,MEL,MEL,C:\Users\ARII\Downloads\Data Understanding Isic & Ham10k\Dataset\isic 2019\ISIC_2019_Test_Input\ISIC_2019_Test_Input\ISIC_0064601.jpg
ISIC_0064602,isic_2019_train,ISIC 2019,NV,NV,C:\Users\ARII\Downloads\Data Understanding Isic & Ham10k\Dataset\isic 2019\ISIC_2019_Training_Input\ISIC_2019_Training_Input\ISIC_0064602.jpg
ISIC_0064603,isic_2019_train,ISIC 2019,BCC,BCC,C:\Users\ARII\Downloads\Data Understanding Isic & Ham10k\Dataset\isic 2019\ISIC_2019_Training_Input\ISIC_2019_Training_Input\ISIC_0064603.jpg
ISIC_0064604,isic_2019_train,ISIC 2019,NV,NV,C:\Users\ARII\Downloads\Data Understanding Isic & Ham10k\Dataset\isic 2019\ISIC_2019_Training_Input\ISIC_2019_Training_Input\ISIC_0064604.jpg
ISIC_0064605,isic_2019_train,ISIC 2019,BCC,BCC,C:\Users\ARII\Downloads\Data Understanding Isic & Ham10k\Dataset\isic 2019\ISIC_2019_Training_Input\ISIC_2019_Training_Input\ISIC_0064605.jpg
ISIC_0064606,isic_2019_train,ISIC 2019,MEL,MEL,C:\Users\ARII\Downloads\Data Understanding Isic & Ham10k\Dataset\isic 2019\ISIC_2019_Training_Input\ISIC_2019_Training_Input\ISIC_0064606.jpg
ISIC_0064607,isic_2019_test,ISIC 2019,UNK,UNK,C:\Users\ARII\Downloads\Data Understanding Isic & Ham10k\Dataset\isic 2019\ISIC_2019_Test_Input\ISIC_2019_Test_Input\ISIC_0064607.jpg
ISIC_0064608,isic_2019_train,ISIC 2019,BCC,BCC,C:\Users\ARII\Downloads\Data Understanding Isic & Ham10k\Dataset\isic 2019\ISIC_2019_Training_Input\ISIC_2019_Training_Input\ISIC_0064608.jpg
ISIC_0064609,isic_2019_test,ISIC 2019,BKL,BKL,C:\Users\ARII\Downloads\Data Understanding Isic & Ham10k\Dataset\isic 2019\ISIC_2019_Test_Input\ISIC_2019_Test_Input\ISIC_0064609.jpg
ISIC_0064610,isic_2019_test,ISIC 2019,BCC,BCC,C:\Users\ARII\Downloads\Data Understanding Isic & Ham10k\Dataset\isic 2019\ISIC_2019_Test_Input\ISIC_2019_Test_Input\ISIC_0064610.jpg
ISIC_0064611,isic_2019_test,ISIC 2019,MEL,MEL,C:\Users\ARII\Downloads\Data Understanding Isic & Ham10k\Dataset\isic 2019\ISIC_2019_Test_Input\ISIC_2019_Test_Input\ISIC_0064611.jpg
ISIC_0064612,isic_2019_train,ISIC 2019,BCC,BCC,C:\Users\ARII\Downloads\Data Understanding Isic & Ham10k\Dataset\isic 2019\ISIC_2019_Training_Input\ISIC_2019_Training_Input\ISIC_0064612.jpg
ISIC_0064613,isic_2019_train,ISIC 2019,NV,NV,C:\Users\ARII\Downloads\Data Understanding Isic & Ham10k\Dataset\isic 2019\ISIC_2019_Training_Input\ISIC_2019_Training_Input\ISIC_0064613.jpg
ISIC_0064614,isic_2019_test,ISIC 2019,UNK,UNK,C:\Users\ARII\Downloads\Data Understanding Isic & Ham10k\Dataset\isic 2019\ISIC_2019_Test_Input\ISIC_2019_Test_Input\ISIC_0064614.jpg
ISIC_0064615,isic_2019_test,ISIC 2019,NV,NV,C:\Users\ARII\Downloads\Data Understanding Isic & Ham10k\Dataset\isic 2019\ISIC_2019_Test_Input\ISIC_2019_Test_Input\ISIC_0064615.jpg
ISIC_0064616,isic_2019_train,ISIC 2019,NV,NV,C:\Users\ARII\Downloads\Data Understanding Isic & Ham10k\Dataset\isic 2019\ISIC_2019_Training_Input\ISIC_2019_Training_Input\ISIC_0064616.jpg
ISIC_0064617,isic_2019_train,ISIC 2019,AK,AKIEC,C:\Users\ARII\Downloads\Data Understanding Isic & Ham10k\Dataset\isic 2019\ISIC_2019_Training_Input\ISIC_2019_Training_Input\ISIC_0064617.jpg
ISIC_0064618,isic_2019_test,ISIC 2019,BCC,BCC,C:\Users\ARII\Downloads\Data Understanding Isic & Ham10k\Dataset\isic 2019\ISIC_2019_Test_Input\ISIC_2019_Test_Input\ISIC_0064618.jpg
ISIC_0064619,isic_2019_train,ISIC 2019,MEL,MEL,C:\Users\ARII\Downloads\Data Understanding Isic & Ham10k\Dataset\isic 2019\ISIC_2019_Training_Input\ISIC_2019_Training_Input\ISIC_0064619.jpg
ISIC_0064620,isic_2019_test,ISIC 2019,NV,NV,C:\Users\ARII\Downloads\Data Understanding Isic & Ham10k\Dataset\isic 2019\ISIC_2019_Test_Input\ISIC_2019_Test_Input\ISIC_0064620.jpg
ISIC_0064621,isic_2019_train,ISIC 2019,VASC,VASC,C:\Users\ARII\Downloads\Data Understanding Isic & Ham10k\Dataset\isic 2019\ISIC_2019_Training_Input\ISIC_2019_Training_Input\ISIC_0064621.jpg
ISIC_0064622,isic_2019_train,ISIC 2019,BCC,BCC,C:\Users\ARII\Downloads\Data Understanding Isic & Ham10k\Dataset\isic 2019\ISIC_2019_Training_Input\ISIC_2019_Training_Input\ISIC_0064622.jpg
ISIC_0064623,isic_2019_train,ISIC 2019,MEL,MEL,C:\Users\ARII\Downloads\Data Understanding Isic & Ham10k\Dataset\isic 2019\ISIC_2019_Training_Input\ISIC_2019_Training_Input\ISIC_0064623.jpg
ISIC_0064624,isic_2019_train,ISIC 2019,AK,AKIEC,C:\Users\ARII\Downloads\Data Understanding Isic & Ham10k\Dataset\isic 2019\ISIC_2019_Training_Input\ISIC_2019_Training_Input\ISIC_0064624.jpg
ISIC_0064625,isic_2019_train,ISIC 2019,MEL,MEL,C:\Users\ARII\Downloads\Data Understanding Isic & Ham10k\Dataset\isic 2019\ISIC_2019_Training_Input\ISIC_2019_Training_Input\ISIC_0064625.jpg
ISIC_0064626,isic_2019_train,ISIC 2019,BCC,BCC,C:\Users\ARII\Downloads\Data Understanding Isic & Ham10k\Dataset\isic 2019\ISIC_2019_Training_Input\ISIC_2019_Training_Input\ISIC_0064626.jpg
ISIC_0064627,isic_2019_train,ISIC 2019,NV,NV,C:\Users\ARII\Downloads\Data Understanding Isic & Ham10k\Dataset\isic 2019\ISIC_2019_Training_Input\ISIC_2019_Training_Input\ISIC_0064627.jpg
ISIC_0064628,isic_2019_test,ISIC 2019,MEL,MEL,C:\Users\ARII\Downloads\Data Understanding Isic & Ham10k\Dataset\isic 2019\ISIC_2019_Test_Input\ISIC_2019_Test_Input\ISIC_0064628.jpg
ISIC_0064629,isic_2019_test,ISIC 2019,BCC,BCC,C:\Users\ARII\Downloads\Data Understanding Isic & Ham10k\Dataset\isic 2019\ISIC_2019_Test_Input\ISIC_2019_Test_Input\ISIC_0064629.jpg
ISIC_0064630,isic_2019_test,ISIC 2019,BKL,BKL,C:\Users\ARII\Downloads\Data Understanding Isic & Ham10k\Dataset\isic 2019\ISIC_2019_Test_Input\ISIC_2019_Test_Input\ISIC_0064630.jpg
ISIC_0064631,isic_2019_train,ISIC 2019,BCC,BCC,C:\Users\ARII\Downloads\Data Understanding Isic & Ham10k\Dataset\isic 2019\ISIC_2019_Training_Input\ISIC_2019_Training_Input\ISIC_0064631.jpg
ISIC_0064632,isic_2019_train,ISIC 2019,MEL,MEL,C:\Users\ARII\Downloads\Data Understanding Isic & Ham10k\Dataset\isic 2019\ISIC_2019_Training_Input\ISIC_2019_Training_Input\ISIC_0064632.jpg
ISIC_0064633,isic_2019_train,ISIC 2019,MEL,MEL,C:\Users\ARII\Downloads\Data Understanding Isic & Ham10k\Dataset\isic 2019\ISIC_2019_Training_Input\ISIC_2019_Training_Input\ISIC_0064633.jpg
ISIC_0064634,isic_2019_train,ISIC 2019,NV,NV,C:\Users\ARII\Downloads\Data Understanding Isic & Ham10k\Dataset\isic 2019\ISIC_2019_Training_Input\ISIC_2019_Training_Input\ISIC_0064634.jpg
ISIC_0064635,isic_2019_test,ISIC 2019,UNK,UNK,C:\Users\ARII\Downloads\Data Understanding Isic & Ham10k\Dataset\isic 2019\ISIC_2019_Test_Input\ISIC_2019_Test_Input\ISIC_0064635.jpg
ISIC_0064636,isic_2019_test,ISIC 2019,BCC,BCC,C:\Users\ARII\Downloads\Data Understanding Isic & Ham10k\Dataset\isic 2019\ISIC_2019_Test_Input\ISIC_2019_Test_Input\ISIC_0064636.jpg
ISIC_0064637,isic_2019_train,ISIC 2019,NV,NV,C:\Users\ARII\Downloads\Data Understanding Isic & Ham10k\Dataset\isic 2019\ISIC_2019_Training_Input\ISIC_2019_Training_Input\ISIC_0064637.jpg
ISIC_0064638,isic_2019_train,ISIC 2019,AK,AKIEC,C:\Users\ARII\Downloads\Data Understanding Isic & Ham10k\Dataset\isic 2019\ISIC_2019_Training_Input\ISIC_2019_Training_Input\ISIC_0064638.jpg
ISIC_0064639,isic_2019_train,ISIC 2019,BCC,BCC,C:\Users\ARII\Downloads\Data Understanding Isic & Ham10k\Dataset\isic 2019\ISIC_2019_Training_Input\ISIC_2019_Training_Input\ISIC_0064639.jpg
ISIC_0064640,isic_2019_train,ISIC 2019,NV,NV,C:\Users\ARII\Downloads\Data Understanding Isic & Ham10k\Dataset\isic 2019\ISIC_2019_Training_Input\ISIC_2019_Training_Input\ISIC_0064640.jpg
ISIC_0064641,isic_2019_test,ISIC 2019,UNK,UNK,C:\Users\ARII\Downloads\Data Understanding Isic & Ham10k\Dataset\isic 2019\ISIC_2019_Test_Input\ISIC_2019_Test_Input\ISIC_0064641.jpg
ISIC_0064642,isic_2019_train,ISIC 2019,BCC,BCC,C:\Users\ARII\Downloads\Data Understanding Isic & Ham10k\Dataset\isic 2019\ISIC_2019_Training_Input\ISIC_2019_Training_Input\ISIC_0064642.jpg
ISIC_0064643,isic_2019_train,ISIC 2019,NV,NV,C:\Users\ARII\Downloads\Data Understanding Isic & Ham10k\Dataset\isic 2019\ISIC_2019_Training_Input\ISIC_2019_Training_Input\ISIC_0064643.jpg
ISIC_0064644,isic_2019_train,ISIC 2019,BCC,BCC,C:\Users\ARII\Downloads\Data Understanding Isic & Ham10k\Dataset\isic 2019\ISIC_2019_Training_Input\ISIC_2019_Training_Input\ISIC_0064644.jpg
ISIC_0064645,isic_2019_test,ISIC 2019,MEL,MEL,C:\Users\ARII\Downloads\Data Understanding Isic & Ham10k\Dataset\isic 2019\ISIC_2019_Test_Input\ISIC_2019_Test_Input\ISIC_0064645.jpg
ISIC_0064646,isic_2019_train,ISIC 2019,MEL,MEL,C:\Users\ARII\Downloads\Data Understanding Isic & Ham10k\Dataset\isic 2019\ISIC_2019_Training_Input\ISIC_2019_Training_Input\ISIC_0064646.jpg
ISIC_0064647,isic_2019_test,ISIC 2019,UNK,UNK,C:\Users\ARII\Downloads\Data Understanding Isic & Ham10k\Dataset\isic 2019\ISIC_2019_Test_Input\ISIC_2019_Test_Input\ISIC_0064647.jpg
ISIC_0064648,isic_2019_train,ISIC 2019,NV,NV,C:\Users\ARII\Downloads\Data Understanding Isic & Ham10k\Dataset\isic 2019\ISIC_2019_Training_Input\ISIC_2019_Training_Input\ISIC_0064648.jpg
ISIC_0064649,isic_2019_train,ISIC 2019,BCC,BCC,C:\Users\ARII\Downloads\Data Understanding Isic & Ham10k\Dataset\isic 2019\ISIC_2019_Training_Input\ISIC_2019_Training_Input\ISIC_0064649.jpg
ISIC_0064650,isic_2019_test,ISIC 2019,UNK,UNK,C:\Users\ARII\Downloads\Data Understanding Isic & Ham10k\Dataset\isic 2019\ISIC_2019_Test_Input\ISIC_2019_Test_Input\ISIC_0064650.jpg
ISIC_0064651,isic_2019_train,ISIC 2019,NV,NV,C:\Users\ARII\Downloads\Data Understanding Isic & Ham10k\Dataset\isic 2019\ISIC_2019_Training_Input\ISIC_2019_Training_Input\ISIC_0064651.jpg
ISIC_0064652,isic_2019_train,ISIC 2019,BCC,BCC,C:\Users\ARII\Downloads\Data Understanding Isic & Ham10k\Dataset\isic 2019\ISIC_2019_Training_Input\ISIC_2019_Training_Input\ISIC_0064652.jpg
ISIC_0064653,isic_2019_test,ISIC 2019,MEL,MEL,C:\Users\ARII\Downloads\Data Understanding Isic & Ham10k\Dataset\isic 2019\ISIC_2019_Test_Input\ISIC_2019_Test_Input\ISIC_0064653.jpg
ISIC_0064654,isic_2019_train,ISIC 2019,BKL,BKL,C:\Users\ARII\Downloads\Data Understanding Isic & Ham10k\Dataset\isic 2019\ISIC_2019_Training_Input\ISIC_2019_Training_Input\ISIC_0064654.jpg
ISIC_0064655,isic_2019_train,ISIC 2019,BCC,BCC,C:\Users\ARII\Downloads\Data Understanding Isic & Ham10k\Dataset\isic 2019\ISIC_2019_Training_Input\ISIC_2019_Training_Input\ISIC_0064655.jpg
ISIC_0064656,isic_2019_train,ISIC 2019,MEL,MEL,C:\Users\ARII\Downloads\Data Understanding Isic & Ham10k\Dataset\isic 2019\ISIC_2019_Training_Input\ISIC_2019_Training_Input\ISIC_0064656.jpg
ISIC_0064657,isic_2019_train,ISIC 2019,BCC,BCC,C:\Users\ARII\Downloads\Data Understanding Isic & Ham10k\Dataset\isic 2019\ISIC_2019_Training_Input\ISIC_2019_Training_Input\ISIC_0064657.jpg
ISIC_0064658,isic_2019_train,ISIC 2019,NV,NV,C:\Users\ARII\Downloads\Data Understanding Isic & Ham10k\Dataset\isic 2019\ISIC_2019_Training_Input\ISIC_2019_Training_Input\ISIC_0064658.jpg
ISIC_0064659,isic_2019_train,ISIC 2019,NV,NV,C:\Users\ARII\Downloads\Data Understanding Isic & Ham10k\Dataset\isic 2019\ISIC_2019_Training_Input\ISIC_2019_Training_Input\ISIC_0064659.jpg
ISIC_0064660,isic_2019_train,ISIC 2019,MEL,MEL,C:\Users\ARII\Downloads\Data Understanding Isic & Ham10k\Dataset\isic 2019\ISIC_2019_Training_Input\ISIC_2019_Training_Input\ISIC_0064660.jpg
ISIC_0064661,isic_2019_train,ISIC 2019,BCC,BCC,C:\Users\ARII\Downloads\Data Understanding Isic & Ham10k\Dataset\isic 2019\ISIC_2019_Training_Input\ISIC_2019_Training_Input\ISIC_0064661.jpg
ISIC_0064662,isic_2019_test,ISIC 2019,UNK,UNK,C:\Users\ARII\Downloads\Data Understanding Isic & Ham10k\Dataset\isic 2019\ISIC_2019_Test_Input\ISIC_2019_Test_Input\ISIC_0064662.jpg
ISIC_0064663,isic_2019_train,ISIC 2019,NV,NV,C:\Users\ARII\Downloads\Data Understanding Isic & Ham10k\Dataset\isic 2019\ISIC_2019_Training_Input\ISIC_2019_Training_Input\ISIC_0064663.jpg
ISIC_0064664,isic_2019_train,ISIC 2019,NV,NV,C:\Users\ARII\Downloads\Data Understanding Isic & Ham10k\Dataset\isic 2019\ISIC_2019_Training_Input\ISIC_2019_Training_Input\ISIC_0064664.jpg
ISIC_0064665,isic_2019_train,ISIC 2019,NV,NV,C:\Users\ARII\Downloads\Data Understanding Isic & Ham10k\Dataset\isic 2019\ISIC_2019_Training_Input\ISIC_2019_Training_Input\ISIC_0064665.jpg
ISIC_0064666,isic_2019_train,ISIC 2019,NV,NV,C:\Users\ARII\Downloads\Data Understanding Isic & Ham10k\Dataset\isic 2019\ISIC_2019_Training_Input\ISIC_2019_Training_Input\ISIC_0064666.jpg
ISIC_0064667,isic_2019_train,ISIC 2019,MEL,MEL,C:\Users\ARII\Downloads\Data Understanding Isic & Ham10k\Dataset\isic 2019\ISIC_2019_Training_Input\ISIC_2019_Training_Input\ISIC_0064667.jpg
ISIC_0064668,isic_2019_test,ISIC 2019,MEL,MEL,C:\Users\ARII\Downloads\Data Understanding Isic & Ham10k\Dataset\isic 2019\ISIC_2019_Test_Input\ISIC_2019_Test_Input\ISIC_0064668.jpg
ISIC_0064669,isic_2019_train,ISIC 2019,NV,NV,C:\Users\ARII\Downloads\Data Understanding Isic & Ham10k\Dataset\isic 2019\ISIC_2019_Training_Input\ISIC_2019_Training_Input\ISIC_0064669.jpg
ISIC_0064670,isic_2019_train,ISIC 2019,BKL,BKL,C:\Users\ARII\Downloads\Data Understanding Isic & Ham10k\Dataset\isic 2019\ISIC_2019_Training_Input\ISIC_2019_Training_Input\ISIC_0064670.jpg
ISIC_0064671,isic_2019_train,ISIC 2019,NV,NV,C:\Users\ARII\Downloads\Data Understanding Isic & Ham10k\Dataset\isic 2019\ISIC_2019_Training_Input\ISIC_2019_Training_Input\ISIC_0064671.jpg
ISIC_0064672,isic_2019_train,ISIC 2019,MEL,MEL,C:\Users\ARII\Downloads\Data Understanding Isic & Ham10k\Dataset\isic 2019\ISIC_2019_Training_Input\ISIC_2019_Training_Input\ISIC_0064672.jpg
ISIC_0064673,isic_2019_train,ISIC 2019,MEL,MEL,C:\Users\ARII\Downloads\Data Understanding Isic & Ham10k\Dataset\isic 2019\ISIC_2019_Training_Input\ISIC_2019_Training_Input\ISIC_0064673.jpg
ISIC_0064674,isic_2019_test,ISIC 2019,AK,AKIEC,C:\Users\ARII\Downloads\Data Understanding Isic & Ham10k\Dataset\isic 2019\ISIC_2019_Test_Input\ISIC_2019_Test_Input\ISIC_0064674.jpg
ISIC_0064675,isic_2019_train,ISIC 2019,NV,NV,C:\Users\ARII\Downloads\Data Understanding Isic & Ham10k\Dataset\isic 2019\ISIC_2019_Training_Input\ISIC_2019_Training_Input\ISIC_0064675.jpg
ISIC_0064676,isic_2019_train,ISIC 2019,MEL,MEL,C:\Users\ARII\Downloads\Data Understanding Isic & Ham10k\Dataset\isic 2019\ISIC_2019_Training_Input\ISIC_2019_Training_Input\ISIC_0064676.jpg
